,word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total
0,0.0,0.0,0.8227930919806503,0.0,0.8864339600637244,0.0,0.0,0.0,2.756724967343922,0.0,0.0,0.31956399051367396,0.0,3.88068629378587,0.0,0.0,2.449665292508604,0.0,-0.4581311045933787,0.0,0.08147387702952835,0.0,0.0,0.0,0.0,0.0,0.0,3.2819148447556015,0.0,0.0,4.092780504221363,0.0,0.0,0.0,3.25388434151377,0.0,2.557528586081384,0.0,0.0,0.0,0.0,3.978285593170386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42529642275596885,2.8771964423808845,1.067065781450369,0.0,3.1373520303366726,0.4386335442936219,1.087986278914548,0.9199967832021578
1,0.0,0.0,1.3946539216095217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1151025280709699,0.0,0.0,0.0,0.0,0.0,0.0,-0.671432527738212,0.0,0.8587447045966854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4822385071971347,0.0,0.0,0.0,0.0,0.19054290470601024,0.033544330764961446,-0.37180328305907007
2,0.0,0.0,0.921361270395017,0.0,1.264318180905792,0.0,0.0,0.0,0.0,1.7828827126262792,0.0,0.4077366378615173,0.0,0.0,0.0,0.0,0.0,0.0,-0.2222976837771104,0.0,-0.33785067810420444,0.0,0.0,0.0,0.0,0.0,0.0,3.335051880733509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2591192380166105,0.0,0.0,0.0,-0.4822385071971347,0.0,0.0,0.0,0.0,-0.06716224328611381,-0.11708010971781728,0.43164868810557305
3,0.0,0.0,1.3410866835012463,0.0,1.4465041798635707,0.0,0.0,2.8492794569717708,0.0,0.0,0.0,0.6702044286334191,0.0,0.0,0.0,2.418112769661801,0.0,0.0,0.0,0.0,0.9283328981110516,0.0,0.0,2.9013290063073294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4229286869053115,0.0,0.0,0.0,0.0,0.5589683017596944,0.0,0.756574048537326,1.4767981045446463,0.0,-0.030153099628985637,-0.11708010971781728,0.027758556904302276
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2371372257540673,0.0,0.0,0.0,0.0,0.0,0.0,-0.671432527738212,0.0,-0.33785067810420444,0.0,0.0,0.0,2.5224606479487086,2.774591962265613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4822385071971347,0.0,0.0,0.0,0.0,0.10911333722342315,-0.07490063297645327,-0.4679432891578778
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8762555082950958,0.0,-0.2371372257540673,0.0,0.0,4.1177561939793295,0.0,0.0,0.0,-0.671432527738212,0.0,-0.33785067810420444,0.0,0.0,0.0,2.578042369262987,2.774526778133055,0.0,0.0,0.0,0.0,0.0,0.0,3.604639811048326,0.0,0.0,0.0,2.774763188874312,0.0,0.0,0.0,0.0,0.0,3.7348785275164462,0.0,0.0,0.0,0.0,0.0,0.0,0.5475102733345703,3.3048841975025174,0.0,0.0,0.0,0.5213699038340687,0.06491000120873709,-0.16090809079936114
6,0.0,0.0,1.1217150341221962,0.0,0.0,2.664537484885199,0.0,0.0,0.0,0.0,0.0,-0.2371372257540673,0.0,0.0,0.0,0.0,0.0,0.0,0.1320771494379531,0.0,0.6316752921934414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2288774198046675,3.3014710230914357,1.1297137732210307,0.0,0.0,-1.0977381314215298,-1.3421161817663478,-0.4951697311225265
7,0.0,0.0,1.1928903126594987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099137792657393,0.0,0.0,0.0,0.0,0.0,0.0,0.22787842497020533,0.0,0.42062579344497386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7015244360649815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4822385071971347,0.0,1.0225485883400216,0.0,0.0,-1.0977381314215298,-1.3421161817663478,-0.5545111723296634
8,2.683678574438813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26309158513833686,2.724355289130735,0.0,0.0,0.0,0.0,0.0,0.26114311858461825,0.0,0.7395441679822686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4769079864644032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7737666194112474,0.0,0.0,0.0,0.0,0.8341909363961492,3.1524263725579487,0.0,0.0,0.0,-0.8425162519320822,-0.584384121674948,-0.1754520544730517
9,0.0,0.0,1.400409478887577,0.0,0.0,0.0,0.0,0.0,0.0,1.875387443469698,0.0,-0.2371372257540673,0.0,0.0,4.117756193695599,0.0,0.0,0.0,0.2654465586809187,0.0,-0.33785067810420444,0.0,0.0,0.0,0.0,2.7737370218339406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7348785271705167,0.0,2.582741430465727,0.0,0.0,0.0,0.0,0.5757015479488803,0.0,0.0,0.0,0.0,-0.31873983629437785,-0.16313376232250842,-0.4951697311225265
